Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
8-Dec-2022,137.9368,0.6716,0.0778,5.2085,1.3571,1.3582,,6.9704,23.127,7.0712,1.0519,82.2844,3.441,136.57,1319.5,0.3069,4.406,43.7254,19.6732,0.63405,9.9705,0.3845,,,4.476,3.64,62.5722,3.75,1.3571,17.2011,10.3668,0.94165,34.799,6.7452,3.6725,1.21735,1,39.029
9-Dec-2022,137.6884,0.6792,0.0779,5.239,1.3505,1.363,878.58,6.9494,23.007,7.0441,1.0559,82.2092,3.42,136.88,1320.4,,4.3988,43.8778,19.8192,0.63755,9.9768,,,55.611,4.4351,,62.3813,,1.3505,17.161,10.3133,0.93255,34.784,6.7392,,1.2265,1,38.873
12-Dec-2022,137.8126,0.6779,0.0774,5.306,1.3552,1.3658,861.51,6.9745,23.016,7.0421,1.0562,82.6425,3.428,136.77,1306.6,0.3068,4.4185,43.9099,,0.6387,9.9932,0.3845,3.828,55.27,4.4424,3.64,62.7674,3.75,1.3552,17.4977,10.3482,0.93185,,6.7446,3.6725,1.22765,1,38.81
13-Dec-2022,137.7061,0.6755,0.0769,5.2663,1.3552,1.3547,860.03,6.9783,23.03,7.0546,1.0545,82.7154,3.433,137.8,1310,0.3068,4.4345,43.704,19.6458,0.63945,9.9269,0.3845,3.826,55.55,4.4527,3.64,63.212,3.75,1.3552,17.6174,10.3017,0.93705,34.784,6.7504,3.6725,1.22915,1,38.683
14-Dec-2022,137.3631,0.6837,0.0778,5.34,1.3483,1.3561,858.07,6.9495,22.798,6.9858,1.0649,82.517,3.41,135.53,1304.4,0.3063,4.415,44.0408,19.6955,0.6445,9.7305,0.3845,3.831,55.815,4.3973,3.64,63.359,3.75,1.3483,17.1786,10.2074,0.92805,34.614,6.7499,3.6725,1.237,1,38.627
15-Dec-2022,137.2271,0.6824,0.0779,5.3177,1.3487,1.364,862.85,6.9642,22.853,7.0038,1.0621,82.4822,3.425,135.37,1296,0.3062,4.4075,43.9845,19.7963,0.64605,9.7931,0.3845,3.841,55.701,4.41,3.64,64.3015,3.75,1.3487,17.3492,10.2432,0.92785,34.774,6.7499,3.6725,1.2309,1,38.788
16-Dec-2022,137.2863,0.6706,0.0773,5.2801,1.3564,1.3687,875.56,6.9752,22.846,7.0043,1.0619,82.8184,3.451,137.63,1301,,4.424,43.7744,19.7932,0.6353,9.8722,,3.842,55.742,4.4227,,64.6078,,1.3564,,10.3476,0.92955,35.01,6.768,,1.2191,1,38.848
19-Dec-2022,137.2923,0.6713,0.0769,5.3154,1.3569,1.3653,885.99,6.9823,22.861,7.0185,1.0598,82.6405,3.441,136.16,1310.1,0.30645,4.4205,43.9648,19.7557,0.6386,9.9099,0.3845,3.828,55.709,4.4153,3.64,66.3474,3.75,1.3569,17.4547,10.3546,0.93195,34.82,6.7795,3.6725,1.21875,1,38.826
20-Dec-2022,137.3986,0.6659,0.0774,5.2421,1.3564,1.3621,888.27,6.976,22.816,7.0184,1.0599,82.7902,3.469,133.11,1302,0.30625,4.435,43.8031,19.7482,0.6349,9.9158,0.3845,3.826,55.439,4.4001,3.64,69.0037,3.75,1.3564,17.3293,10.4064,0.92605,34.916,6.7854,3.6725,1.21595,1,38.412
21-Dec-2022,137.2803,0.6664,0.0776,5.2025,1.3526,1.3612,889.65,6.9674,22.766,6.9932,1.0636,82.7736,3.477,131.73,1298,0.30615,4.4395,43.962,19.6932,0.63375,9.8072,0.3845,,55.333,4.3947,3.64,70.5256,3.75,1.3526,17.2949,10.4237,0.92625,34.775,,3.6725,1.2104,1,38.341
22-Dec-2022,137.2153,0.6761,0.078,5.1865,1.3475,1.3656,879.48,6.9809,22.772,6.994,1.0633,82.6679,3.477,131.78,1286.6,0.30605,4.429,43.8151,19.574,0.62965,9.7924,0.3845,3.807,55.171,4.3726,3.64,72.1306,3.75,1.3475,17.1493,10.3453,0.92705,34.687,6.7522,3.6725,1.2044,1,38.589
23-Dec-2022,137.3513,0.668,0.0778,5.1439,1.3522,1.3603,867.01,6.986,22.825,,1.0622,82.8685,3.493,132.65,1276.1,,4.4285,44.1005,,0.6237,9.8332,0.3845,3.809,55.13,4.37,,68.676,,1.3522,17.114,10.4751,0.9303,34.801,6.7327,,1.2068,1,39.1
3-Jan-2023,137.4045,,,5.3753,1.3373,1.3658,855.86,6.8928,22.878,7.0526,1.0545,82.7817,3.532,,1268.9,0.30585,4.39,,19.422,,9.9839,0.3845,3.812,55.815,4.4373,3.64,,3.75,1.3373,17.0707,10.5391,0.93965,34.381,6.7451,3.6725,1.1933,1,39.732
4-Jan-2023,137.1548,0.6809,0.0782,5.4453,1.3417,1.3508,852.14,6.8912,22.672,7.0171,1.0599,82.9052,3.527,130.96,1272.1,0.30625,4.4045,44.1051,19.3568,0.62615,10.1311,0.3845,3.822,55.746,4.3998,3.64,,3.75,1.3417,16.8215,10.4901,0.92765,34.227,6.7366,3.6725,1.20565,1,39.862
5-Jan-2023,137.1194,0.6815,0.0784,5.402,1.3423,1.3564,855.1,6.8747,22.676,7.0157,1.0601,82.6973,3.529,132.05,1274.7,0.30625,4.401,43.9604,19.3672,0.6302,10.1168,0.3845,3.824,56.014,4.397,3.64,,3.75,1.3423,16.9791,10.509,0.9269,33.882,6.7485,3.6725,1.20225,1,39.864
6-Jan-2023,137.5559,0.6769,0.0776,5.2849,1.3435,1.3486,856.31,6.863,22.911,7.0829,1.05,82.6348,3.556,133.64,1270.3,,4.3955,43.9032,19.1753,0.6244,10.2924,,3.8,55.898,,,,,1.3435,17.1939,,0.93975,33.993,6.7569,,1.18485,1,
9-Jan-2023,136.8895,0.6929,0.0783,5.2961,1.331,1.3376,846.38,6.779,22.43,6.9534,1.0696,82.3662,3.496,,1267.2,0.30595,4.3765,44.2233,19.1648,0.6359,9.9203,0.3845,3.792,55.681,4.401,3.64,70.3002,3.75,1.331,17.0166,10.4764,0.92395,33.505,6.7609,3.6725,1.21435,1,39.823
10-Jan-2023,136.4824,0.6904,0.0786,5.2389,1.3312,1.3421,837.19,6.7838,22.368,6.936,1.0723,82.2108,3.48,131.8,1246.8,0.3058,4.375,44.0598,19.1108,0.637,9.9585,0.3845,3.802,55.164,4.372,3.64,69.6094,3.75,1.3312,16.9657,10.3746,0.92195,33.472,6.7568,3.6725,1.2151,1,39.79
11-Jan-2023,136.4765,0.6911,0.0785,5.2014,1.3315,1.3425,833.73,6.7725,22.357,6.9205,1.0747,81.7029,3.458,132.36,1240.8,0.3058,4.375,43.962,19.026,0.63725,9.9916,0.3845,3.782,54.858,4.3639,3.64,69.0202,3.75,1.3315,17.0365,10.4536,0.9255,33.491,6.7543,3.6725,1.2128,1,39.79
12-Jan-2023,136.4057,0.6923,0.0786,5.1394,1.3304,1.3378,825.67,6.7573,22.312,6.9054,1.0772,81.7187,3.429,131.9,1245.3,0.3057,4.3675,44.035,18.8735,0.6369,9.9543,,3.779,54.928,4.3556,3.64,67.7775,3.75,1.3304,16.893,10.4978,0.93225,33.379,6.7566,3.6725,1.21645,1,39.643
13-Jan-2023,135.9692,0.6955,0.0792,5.114,1.323,1.3406,822.32,6.7143,22.206,6.8788,1.0814,81.4328,3.41,129.23,1244.6,,4.34,43.9093,18.7922,0.6377,9.8895,,3.802,55.176,4.3272,,67.5744,,1.323,16.7265,10.389,0.93,33.143,,,1.2174,1,39.695
17-Jan-2023,135.9397,0.6973,0.0785,5.1197,1.322,1.339,821.59,6.7681,22.1,6.8603,1.0843,81.7727,3.418,128.71,1234,0.3053,4.3285,43.8768,18.7493,0.6395,9.9108,0.3845,3.837,54.651,4.3398,3.64,68.6644,3.75,1.322,17.1099,10.4281,0.9211,33.093,6.747,3.6725,1.2257,1,39.584
18-Jan-2023,135.922,0.6994,0.0784,5.0903,1.3243,1.3439,820.89,6.7741,22.103,6.864,1.0839,81.648,3.381,128.84,1238.5,0.30565,4.3365,44.1418,18.7493,0.6425,9.8305,0.3845,3.829,54.79,4.3322,3.64,68.8728,3.75,1.3243,16.9614,10.3236,0.91305,33.07,6.7612,3.6725,1.23765,1,39.241
19-Jan-2023,136.0105,0.6904,0.0785,5.2138,1.3221,1.3472,812.45,6.7787,22.12,6.8791,1.0815,81.3577,3.408,128.4,1239.8,0.30525,4.317,44.5008,19.0327,0.64245,9.9362,0.3845,3.857,54.83,4.3469,3.64,68.8467,3.75,1.3221,17.1477,10.308,0.91635,33.078,6.7541,3.6725,1.2353,1,39.151
20-Jan-2023,135.8807,0.6918,0.0782,5.198,1.3228,1.3421,828.74,6.7748,22.097,6.8715,1.0826,81.2196,3.407,128.65,1236,,4.294,44.2157,18.9257,0.64005,9.8961,,3.852,54.688,4.352,,68.6656,,1.3228,17.2468,10.3017,0.92025,32.831,6.7517,,1.23535,1,39.048
23-Jan-2023,135.5268,0.6983,0.0784,5.1916,,1.3382,821.02,,21.971,6.8433,1.0871,81.2757,3.38,129.29,,0.30515,,44.335,18.8267,0.649,9.8275,0.3845,3.866,54.639,4.3242,3.64,68.6288,3.75,,17.1946,10.2308,0.9212,32.685,6.7677,3.6725,1.2353,1,39.163
24-Jan-2023,135.5975,0.7033,0.0783,5.169,,1.337,814.11,,21.987,6.852,1.0858,81.602,3.373,130.36,,0.30525,,44.5323,18.8318,0.649,9.8723,0.3845,3.88,54.388,4.3341,3.64,68.7529,3.75,,17.2554,10.2043,0.9226,32.768,6.7756,3.6725,1.2315,1,39.138
25-Jan-2023,135.6329,0.7102,0.0784,5.1036,1.3179,1.3393,805.45,,21.888,6.8377,1.0878,81.6263,3.37,130.35,1234.4,0.30525,4.273,44.5354,18.82,0.64775,9.9187,0.3845,3.892,54.521,4.3265,3.64,68.9573,3.75,1.3179,17.2392,10.2146,0.92215,32.808,6.7759,3.6725,1.231,1,39.085
26-Jan-2023,135.4442,,0.0785,5.0945,1.312,1.3349,803.68,,21.866,6.8273,1.0895,,3.399,129.19,1233.4,0.305,4.2505,44.6019,18.8355,0.648,9.8779,0.3845,3.861,54.625,4.3354,3.64,69.1263,3.75,1.312,17.0717,10.2,0.91745,32.686,6.7601,3.6725,1.2391,1,38.958
27-Jan-2023,135.6271,0.7107,0.0782,5.0761,1.3137,1.3314,802.58,,21.929,6.8457,1.0865,81.5445,3.438,130,1231.4,,4.2295,,18.7872,0.65055,9.9034,,3.824,54.482,4.3252,,69.3372,,1.3137,17.2577,10.2988,0.92245,32.877,6.76,,1.23685,1,38.625
30-Jan-2023,135.5681,0.7092,0.0783,5.0953,1.3138,1.3356,803.14,6.7523,21.88,6.8223,1.0903,81.6552,3.468,130.06,1230.2,0.3052,4.2375,44.8373,18.7793,0.65,9.8987,0.3845,3.853,54.368,4.3258,3.64,69.5927,3.75,1.3138,17.2394,10.3134,0.92065,32.739,6.7648,3.6725,1.2383,1,38.751
31-Jan-2023,135.7745,0.7037,0.0778,5.0987,1.3142,1.335,810.37,6.7529,21.961,6.8668,1.0833,81.7387,3.475,130.41,1228.7,0.30535,4.2475,44.7563,18.7937,0.6468,10.0695,0.3845,3.844,54.545,4.348,3.64,70.5174,3.75,1.3142,17.4258,10.4153,0.9268,32.774,6.747,3.6725,1.2324,1,38.681
1-Feb-2023,135.6035,0.7068,0.0778,5.0715,1.3143,1.3321,804.28,6.746,21.797,6.8291,1.0894,81.8494,3.456,129.87,1230.8,0.30525,,,18.739,0.64335,9.9659,0.3845,3.843,54.571,4.3254,3.64,70.1217,3.75,1.3143,17.3973,10.4307,0.9159,32.902,6.7485,3.6725,1.23275,1,38.696
2-Feb-2023,135.0726,0.715,0.0788,4.9895,1.3043,1.3312,791.8,6.7225,21.657,6.7704,1.0988,81.9536,3.422,128.4,1231.4,0.30465,4.241,44.9248,18.6232,0.6527,9.9686,0.3845,3.83,54.591,4.2803,3.64,70.0414,3.75,1.3043,17.0461,10.3078,0.90915,32.728,6.7347,3.6725,1.2372,1,38.572
3-Feb-2023,135.5327,0.7062,0.0785,5.1024,1.3113,1.3391,781.49,6.7444,21.694,6.8065,1.0937,82.2296,3.398,128.68,1219.3,,4.267,44.908,18.8895,0.6473,10.0378,,3.843,53.955,4.2928,,70.3847,,1.3113,17.1455,10.3979,0.91335,33.004,6.7462,,1.22575,1,39.119
6-Feb-2023,136.099,0.6943,0.0775,5.1757,1.3241,1.3442,788.88,6.7812,22.126,6.9072,1.0776,82.454,3.474,132.35,1227.2,0.30535,,45.1592,,,10.2476,0.3845,3.849,53.772,4.3833,3.64,70.5991,3.75,1.3241,17.5008,10.5945,0.9265,33.509,6.7328,3.6725,1.2052,1,39.258
7-Feb-2023,136.4176,0.6931,0.0771,5.1689,1.327,1.3435,804.79,6.787,22.271,6.9547,1.07,82.6959,3.473,132.54,1247.5,0.3056,4.2945,45.224,19.0517,0.6315,10.3975,0.3845,3.843,54.279,4.4325,3.64,70.8924,3.75,1.327,17.6448,10.6244,0.92725,33.626,6.757,3.6725,1.19865,1,39.076
8-Feb-2023,136.3999,0.6964,0.0773,5.203,1.3245,1.3429,799.46,6.7797,22.152,6.9326,1.0735,82.6746,3.481,130.89,1256,0.3055,4.2985,45.2759,18.9435,0.63235,10.2711,0.3845,3.852,54.848,4.4074,3.64,71.5763,3.75,1.3245,17.5344,10.5324,0.91935,33.538,6.7643,3.6725,1.2094,1,39.092
9-Feb-2023,136.3526,0.6954,0.077,5.2309,1.3259,1.3427,793.19,6.7853,21.997,6.9092,1.0771,82.6103,3.489,131.55,1257.1,0.3056,4.306,45.4352,18.9543,0.6309,10.1312,0.3845,3.863,54.88,4.4003,3.64,72.8949,3.75,1.3259,17.7007,10.5088,0.9196,33.531,6.7581,3.6725,1.2149,1,39.105
10-Feb-2023,136.2818,0.6923,0.0768,5.252,1.3283,1.3362,796.27,6.798,22.161,6.964,1.069,82.5787,3.507,131.62,1263.1,,4.3305,45.3483,18.6893,0.6327,10.1693,,3.853,54.744,4.4565,,72.7923,,1.3283,17.7503,10.3358,0.92275,33.671,6.7211,,1.2109,1,39.144
13-Feb-2023,136.6181,0.6908,0.0764,5.1828,1.3327,1.3343,800.78,6.8243,22.216,6.9703,1.0686,82.7046,3.54,131.7,1264.3,0.306,4.3595,45.7884,18.6327,0.6306,10.1266,0.3845,3.849,54.543,4.4856,3.64,73.6307,,1.3327,17.9937,10.4623,0.92265,33.802,,3.6725,1.2058,1,39.02
14-Feb-2023,136.3762,,,5.1501,1.3276,1.3345,,6.8189,22.079,6.9257,1.0759,82.7163,3.502,132.28,,0.30585,,45.7073,18.5383,,10.1104,,3.858,54.702,4.4463,,,3.75,1.3276,17.8519,,0.91835,,,3.6725,1.2203,1,39.084
15-Feb-2023,136.4882,0.6937,0.0763,5.2237,1.3324,1.3411,789.49,6.8468,22.117,6.964,1.07,82.8621,3.529,132.73,1269.9,0.30605,4.384,45.9708,18.6428,0.63295,10.205,0.3845,3.858,54.784,4.4372,3.64,74.2077,3.75,1.3324,17.9856,10.3999,0.92245,34.084,6.7538,3.6725,1.20575,1,39.344
16-Feb-2023,136.5532,0.6922,0.0761,5.2426,1.3341,1.3439,792.62,6.8556,22.136,6.9617,1.07,82.6414,3.538,134.05,1279.3,0.3062,4.4025,45.777,18.5497,0.626,10.2349,0.3845,3.862,55.105,4.4601,3.64,74.7638,3.75,1.3341,18.0048,10.3838,0.92195,34.225,6.7457,3.6725,1.2055,1,39.57
17-Feb-2023,136.9426,0.6843,0.0756,5.2006,1.3394,1.3487,794.35,6.8779,22.318,7.0084,1.0625,82.8085,3.566,134.3,1283.7,,4.4295,45.9959,18.4142,0.62435,10.3671,,3.839,55.217,4.4888,,74.7588,,1.3394,18.2712,10.5209,0.9329,34.541,6.7573,,1.1935,1,39.302
21-Feb-2023,136.7537,0.6896,0.0759,,1.3376,1.3516,791.7,6.8745,22.252,6.982,1.0664,82.7562,3.649,134.25,1295.8,0.3064,4.432,46.2608,18.3938,0.62505,10.2652,0.3845,3.831,55.168,4.4524,3.64,74.8596,3.75,1.3376,18.2314,10.3467,0.92455,34.58,,3.6725,1.211,1,
22-Feb-2023,136.8364,0.6839,0.0756,5.1724,1.3393,1.3542,797.75,6.8945,22.238,6.9954,1.0644,82.8434,3.663,134.8,1295.8,0.3064,4.4365,46.1225,18.3483,0.6234,10.303,0.3845,3.821,55.008,4.4687,3.64,74.7087,,1.3393,18.3646,10.3402,0.92825,34.645,6.7563,3.6725,1.2083,1,38.866
23-Feb-2023,137.0428,0.683,0.0756,5.1324,1.3383,1.3549,799.42,6.8909,22.309,7.011,1.0616,82.7628,3.613,,1303.8,0.3066,4.434,46.159,18.4107,0.62305,10.3189,0.3845,3.8,55.133,4.4873,3.64,,3.75,1.3383,18.3119,10.4006,0.93195,34.584,6.7601,3.6725,1.2029,1,38.553
24-Feb-2023,136.9412,0.6814,0.0755,5.1785,1.343,1.3622,802.93,6.9365,22.369,7.0424,1.057,82.7432,3.659,134.1,1299.6,,4.4335,46.2063,18.4023,0.6237,10.3472,,3.81,,4.463,,,,1.343,18.309,10.4029,0.93535,34.792,6.7401,,1.19865,1,38.764
27-Feb-2023,136.9363,0.6711,0.0749,5.1954,1.3507,1.3573,818.67,6.9657,22.38,7.0519,1.0554,82.9145,3.673,136.15,1300.5,,4.4725,46.446,18.4077,0.61675,10.388,0.3845,3.811,55.014,4.4697,3.64,75.4323,3.75,1.3507,18.3413,10.4916,0.9403,35.084,6.7364,3.6725,1.1982,1,39.037
28-Feb-2023,136.5577,0.673,0.075,5.2072,1.348,1.3609,831.24,6.9449,22.123,7.0104,1.0619,82.6816,3.668,136.29,1317.4,0.30685,4.4835,46.5135,18.3448,0.61665,10.3318,0.3845,3.803,55.312,4.4475,3.64,74.8932,,1.348,18.4803,10.3904,0.93795,35.136,6.7431,3.6725,1.2095,1,38.893
1-Mar-2023,136.3816,0.675,,5.2064,1.3466,1.3612,829.97,6.8906,21.92,6.9666,1.0684,82.5467,3.636,136.36,,0.30685,4.486,46.6619,18.17,0.6168,10.3299,0.3845,3.779,55.21,4.4094,3.64,75.2513,,1.3466,18.1575,10.4007,0.9359,35.026,6.7295,3.6725,1.205,1,38.897
2-Mar-2023,136.3992,0.6746,0.0755,5.2074,1.3448,1.3614,815.24,6.9097,22.145,7.0172,1.0605,82.5555,3.642,136.5,1319.2,0.30675,4.4765,46.5972,18.126,0.6243,10.4526,0.3845,3.779,55.077,4.4002,3.64,75.4729,3.75,1.3448,18.1847,10.4957,0.94085,34.861,6.7293,,1.1981,1,39.137
3-Mar-2023,136.4403,0.6744,,5.2031,1.3475,1.361,814.56,6.901,22.148,7.0101,1.0615,82.2643,3.664,136.6,1310.4,,4.4785,46.7739,18.0123,0.6229,10.4202,,3.782,54.984,4.4341,,75.4592,,1.3475,18.1537,10.4811,0.93885,34.761,6.7212,,1.2005,1,39.428
6-Mar-2023,136.2642,0.6756,0.0756,5.1964,1.344,1.3615,808.91,6.9178,22.112,6.9907,1.0646,81.7448,3.589,135.86,1304.8,0.30665,4.464,46.8401,18.0122,0.6215,10.4367,0.3845,3.784,54.833,4.4289,3.64,75.4728,3.75,1.344,18.1994,10.4813,0.93505,,6.7376,3.6725,1.2003,1,39.218
7-Mar-2023,136.0763,0.6713,0.0755,5.1895,1.3447,1.3717,803,6.9253,22.031,6.9785,1.0665,,,136.09,1296.7,0.30655,4.477,46.9603,18.1155,0.61955,10.4955,0.3845,3.784,54.844,4.3981,3.64,75.4577,3.75,1.3447,18.2798,10.4522,0.93385,34.537,6.7442,3.6725,1.19865,1,
8-Mar-2023,136.8984,0.6591,0.0746,5.1381,1.3561,1.3785,798.18,6.9706,22.379,7.0566,1.0545,82.089,,137.33,1299.1,0.30725,4.5225,46.8455,17.9662,0.611,10.6406,0.3845,3.784,55.081,4.4626,3.64,,3.75,1.3561,18.6706,10.7352,0.9432,35.11,6.754,3.6725,1.18375,1,39.171
9-Mar-2023,136.7193,0.661,0.0746,5.1347,1.3538,1.379,802.88,6.9727,22.378,7.0514,1.0554,81.9159,3.598,137.02,1319.5,0.3071,4.5245,47.0207,18.0577,0.6108,10.6798,0.3845,3.788,55.397,4.4356,3.64,75.9028,3.75,1.3538,18.6267,10.6946,0.93745,35.068,6.7666,3.6725,1.18895,1,39.177
10-Mar-2023,136.5434,0.6599,0.0748,,1.3558,,800.88,6.9657,22.325,7.0305,1.0586,82.0147,3.595,135.91,1319.7,,4.518,46.998,,0.61055,10.665,,,55.238,4.4266,,75.9406,,1.3558,18.4585,10.7657,0.9276,35.075,,,1.19925,1,
13-Mar-2023,135.7691,,0.0758,5.2394,1.3442,1.373,797.19,6.902,22.179,6.9535,1.0706,81.9132,3.626,134.33,1325.7,0.30645,4.484,46.9452,18.8302,0.615,10.6382,0.3845,3.798,55.203,4.3906,3.64,75.4609,3.75,1.3442,18.1428,10.6326,0.9142,34.556,6.752,3.6725,1.2086,1,39.333
14-Mar-2023,135.9333,0.6649,0.0757,5.2356,1.348,1.3677,803.14,6.87,22.155,6.9337,1.0737,82.3619,3.627,133.05,1307.3,0.30645,4.48,47.047,18.6427,0.6215,10.557,0.3845,3.785,54.919,4.3793,3.64,75.1927,3.75,1.348,18.2052,10.6176,0.91175,34.521,6.7484,3.6725,1.2166,1,39.248
15-Mar-2023,135.687,0.6692,0.0758,5.2975,1.342,1.3778,800.71,6.8931,22.696,7.0572,1.0549,82.4955,3.641,134.57,1304.9,0.30635,4.471,46.9387,18.9972,0.623,10.7498,0.3845,3.804,55.025,4.403,3.64,75.7457,3.75,1.342,18.2294,10.412,0.92225,34.513,6.7475,3.6725,1.2065,1,39.541
16-Mar-2023,136.2853,0.6637,0.0752,5.2886,1.3508,1.3744,817.42,6.9028,22.66,7.0294,1.0595,82.6841,3.667,132.55,1302,0.3067,4.508,47.2608,18.9095,0.6175,10.8058,0.3845,3.796,54.861,4.4248,3.64,76.4095,3.75,1.3508,18.3496,10.5545,0.9272,34.501,6.7466,3.6725,1.2049,1,39.679
17-Mar-2023,136.0154,0.6714,0.0754,5.2673,1.3421,1.3734,824.65,6.8673,22.545,7.0084,1.0623,82.4663,3.667,133.48,1312.1,,4.4825,46.9883,18.8977,0.62,10.752,,3.792,54.972,4.4202,,76.6044,,1.3421,18.3149,10.4552,0.92765,34.244,6.7371,,1.2131,1,39.496
20-Mar-2023,136.0272,0.6683,0.0754,5.2461,1.3419,1.3674,830.65,6.8912,22.38,6.9469,1.0717,82.503,3.677,132.6,1303.6,0.3065,4.4805,46.8039,,0.6275,10.6569,0.3845,3.779,54.678,4.413,3.64,77.2422,3.75,1.3419,18.5427,10.5265,0.92705,34.086,6.7553,3.6725,1.22325,1,39.24
21-Mar-2023,135.6694,0.6691,0.0751,5.2438,1.3388,1.3706,826.35,6.8737,22.125,6.9103,1.0776,82.6799,3.65,,1308.4,0.3064,4.4775,46.7231,18.6755,0.624,10.4979,0.3845,3.765,54.653,,3.64,76.8373,3.75,1.3388,,10.3501,0.9237,34.222,6.766,3.6725,1.2252,1,38.945
22-Mar-2023,135.4348,0.6695,0.0752,5.2642,1.3368,1.3712,821.55,6.8899,21.998,6.9051,1.0785,,3.642,132.44,1307.8,0.3063,4.472,,18.5437,0.6186,10.5072,0.3845,3.767,54.353,4.3467,3.64,76.9561,3.75,1.3368,18.5316,10.3499,0.9224,34.485,6.7753,3.6725,1.2271,1,38.979
23-Mar-2023,135.2445,0.6741,0.0762,5.2626,,1.3671,818.76,6.8285,21.748,6.8464,1.0879,82.159,3.612,130.85,1307.1,0.3059,4.4285,46.7145,18.4902,0.6245,10.3723,0.3845,3.762,54.519,4.3011,3.64,76.3072,3.75,1.325,18.128,10.2535,0.91655,34.118,6.7776,3.6725,1.23075,1,38.741
24-Mar-2023,135.5593,0.6687,0.0762,5.2915,1.328,1.3763,805.23,6.8506,22.037,6.9352,1.0745,82.2378,3.628,130.6,1287.2,,4.4265,46.4848,18.5178,0.62435,10.5226,,3.764,54.451,,,76.4479,,1.328,18.1647,10.3705,0.92,34.108,6.7782,,1.22165,1,38.935
27-Mar-2023,135.9507,0.665,0.0758,5.23,1.3328,1.3682,811.48,6.8858,22.03,6.9168,1.0773,82.3558,3.557,130.65,1289.7,0.30645,4.4295,46.1247,18.383,0.6201,10.5245,0.3845,3.765,54.322,4.3518,3.64,76.5662,3.75,1.3328,18.3017,10.3982,0.9162,34.305,6.7629,3.6725,1.22625,1,38.78
28-Mar-2023,135.7079,0.6689,0.0758,5.1727,1.3284,1.3626,806.58,6.8863,21.827,6.8713,1.0841,82.2068,3.534,130.65,1300.3,0.30625,4.397,46.1606,18.2523,0.6213,10.4455,,3.763,54.439,4.33,3.64,,3.75,1.3284,18.2859,10.3217,0.91755,34.298,6.7694,3.6725,1.2309,1,38.715
29-Mar-2023,135.6871,0.6703,0.0759,5.1487,1.3289,1.3576,799.76,6.8875,21.785,6.8678,1.0847,82.3603,3.566,131.27,1297.4,0.3064,4.4008,46.1943,18.1052,0.6258,10.4181,0.3845,3.755,54.376,4.3247,3.64,,3.75,1.3289,18.1442,10.3762,0.91795,34.296,6.746,3.6725,1.2346,1,38.867
30-Mar-2023,135.5458,0.6687,0.0761,5.1248,1.3303,1.3533,792.18,6.8767,21.633,6.843,1.0886,,3.586,132.52,1299.3,0.30655,4.424,46.182,18.0932,0.62125,10.4327,0.3845,3.755,54.434,4.3043,3.64,77.0863,3.75,1.3303,18.0836,10.4271,0.9149,34.278,,3.6725,1.2339,1,38.835
31-Mar-2023,135.541,0.6712,0.0759,5.0798,1.327,1.3533,789.32,6.8685,21.598,6.8492,1.0875,82.2169,3.615,133.48,1303.8,,4.409,46.0795,18.0415,0.6275,10.4772,0.3845,3.758,54.429,4.2934,,77.3233,,1.327,17.8139,10.3539,0.91735,34.095,6.7484,,1.23755,1,38.648
3-Apr-2023,135.8639,0.6663,0.0763,5.0631,1.3345,1.3438,790.41,6.8885,21.571,6.8541,1.087,82.3867,3.593,133.04,1295.4,0.30675,4.4225,45.7393,18.107,0.6228,10.351,0.3845,3.764,54.318,4.3168,3.64,77.951,3.75,1.3345,17.9478,10.3933,0.91635,34.399,6.7307,3.6725,1.2365,1,38.567
4-Apr-2023,135.5454,0.6765,0.0767,5.0756,1.3276,1.3447,801.28,6.88,21.478,6.8354,1.0901,,3.564,132.57,1316.3,0.30635,4.4075,45.6391,18.1185,0.62955,10.3059,0.3845,3.769,54.591,4.2855,3.64,79.3563,3.75,1.3276,17.8028,10.3731,0.9122,34.256,6.7399,3.6725,1.25045,1,38.756
